,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
34257,Clifton Hill,40 Spensley St,2,h,1405000.0,S,Nelson,17/09/2016,3068,Northern Metropolitan,2954,3.6,Yarra City Council
34262,Coburg,3 Phillips St,3,h,1030000.0,S,Considine,17/09/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
34265,Collingwood,6 Forest St,2,h,981000.0,S,Jellis,17/09/2016,3066,Northern Metropolitan,4553,2.0,Yarra City Council
34266,Collingwood,10/76 Oxford St,2,u,683000.0,S,Biggin,17/09/2016,3066,Northern Metropolitan,4553,2.0,Yarra City Council
34268,Craigieburn,21 Falkland Rd,4,h,521000.0,S,Ray,17/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
34269,Craigieburn,60 Grevillea St,3,h,402500.0,S,LJ,17/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
34270,Craigieburn,145 Hothlyn Dr,3,h,380500.0,S,Ray,17/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
34271,Craigieburn,118 Huntington Dr,4,h,525000.0,S,Ray,17/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
34273,Craigieburn,27 Thorngrove Av,3,h,520000.0,S,Ray,17/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
34275,Dallas,8 Stockdale Av,3,h,335000.0,S,YPA,17/09/2016,3047,Northern Metropolitan,2246,14.0,Hume City Council
34277,Dandenong North,283 Gladstone Rd,5,h,583000.0,S,Hall,17/09/2016,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
34280,Diamond Creek,28 Haley St,4,h,817000.0,S,Darren,17/09/2016,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council
34281,Dingley Village,1/55 Centre Dandenong Rd,3,u,580000.0,S,Buxton,17/09/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
34282,Dingley Village,5 Sarose Ct,4,h,740000.0,S,Buxton,17/09/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
34285,Doncaster,2 Louise Ct,3,h,1030000.0,S,Ray,17/09/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
34287,Doncaster East,26 Cassowary St,4,h,1500000.0,S,Jellis,17/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
34288,Doncaster East,1/903 Doncaster Rd,2,u,700000.0,S,Jellis,17/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
34289,Doncaster East,1 Taurus Rd,4,h,1155500.0,S,Barry,17/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
34290,Donvale,8 Standring Cl,1,h,880000.0,S,Jellis,17/09/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
34291,Elsternwick,12/66 Riddell Pde,2,u,626000.0,S,Gary,17/09/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
34293,Eltham,63 Henry St,4,h,740500.0,S,Barry,17/09/2016,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
34296,Elwood,2 Docker St,3,h,1625000.0,S,McGrath,17/09/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
34304,Epping,7 Woodcutters Gr,5,h,681000.0,S,Iconek,17/09/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
34305,Essendon,49 Albion St,3,h,1134000.0,S,Barry,17/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
34306,Essendon,5 Ballater St,5,h,1756000.0,S,Frank,17/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
34307,Essendon,3/23 Daisy St,1,u,320500.0,S,Nelson,17/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
34308,Essendon,3/82 Glass St,2,u,650000.0,S,Nelson,17/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
34310,Essendon,1/139 Roberts St,2,u,667000.0,S,Nelson,17/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
34311,Essendon,37 Woodland St,4,h,1610000.0,S,Hodges,17/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
34312,Essendon West,51 Clydebank Rd,3,h,925000.0,S,Brad,17/09/2016,3040,Western Metropolitan,588,7.5,Moonee Valley City Council
34314,Fairfield,208 Bastings St,3,h,955000.0,S,Jellis,17/09/2016,3078,Northern Metropolitan,2970,5.7,Darebin City Council
34316,Fawkner,39 Lynch Rd,3,h,751000.0,S,Stockdale,17/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
34317,Fawkner,250 McBryde St,3,h,609000.0,S,Ray,17/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
34318,Fawkner,3 Penn Ct,3,h,605000.0,S,Brad,17/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
34319,Fawkner,37 Pitt St,3,h,691500.0,S,hockingstuart,17/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
34320,Ferntree Gully,24 Corbert Ct,4,h,685000.0,S,Schroeder,17/09/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
34321,Ferntree Gully,32 Merlin Cr,3,t,695000.0,S,Schroeder,17/09/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
34322,Ferntree Gully,130 Windermere Dr,3,h,565000.0,S,Schroeder,17/09/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
34325,Fitzroy,190 Gore St,2,h,1440000.0,S,Nelson,17/09/2016,3065,Northern Metropolitan,5825,2.1,Yarra City Council
34329,Footscray,8/33 Gordon St,1,u,305000.0,S,Burnham,17/09/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
34330,Footscray,31 Southampton St,3,h,860500.0,S,Burnham,17/09/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
34331,Forest Hill,39 Bessazile Av,3,h,963000.0,S,Allens,17/09/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
34332,Forest Hill,2a Cherryl St,3,h,768500.0,S,Ray,17/09/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
34333,Forest Hill,5 Cumberland Ct,2,h,830000.0,S,Harcourts,17/09/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
34336,Frankston,42 Frome Av,3,h,560000.0,S,Harcourts,17/09/2016,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council
34346,Glen Iris,4/17 Belmont Av,2,u,585000.0,S,hockingstuart,17/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
34348,Glen Iris,27 Celia St,3,h,1825000.0,S,Fletchers,17/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
34351,Glen Iris,1 Maitland St,3,h,2825000.0,S,Jellis,17/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
34353,Glen Iris,27 Sunhill Rd,4,h,1825000.0,S,RT,17/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
34356,Glen Waverley,1/114 Bogong Av,2,u,700000.0,S,Ray,17/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
34357,Glen Waverley,102 Capital Av,4,h,939888.0,S,Ray,17/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
34358,Glen Waverley,25 Fraser St,3,h,1422000.0,S,Ray,17/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
34361,Glen Waverley,29 The Rise,3,t,973888.0,S,Biggin,17/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council
34362,Glenroy,10 Anselm Gr,3,h,703000.0,S,Eview,17/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
34363,Glenroy,1/112 Cardinal Rd,4,t,608000.0,S,Raine,17/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
34365,Glenroy,9a Kennedy St,3,t,677000.0,S,Barry,17/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
34366,Glenroy,6/2 Murrell St,2,u,320500.0,S,Nelson,17/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council
34369,Greensborough,144 Grimshaw St,4,h,600000.0,S,Darren,17/09/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
34370,Greensborough,142 Henry St,4,h,830000.0,S,Darren,17/09/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
34371,Greensborough,96 Henry St,3,h,760000.0,S,Morrison,17/09/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council
34373,Greenvale,12 Erskine Ct,4,h,610000.0,S,YPA,17/09/2016,3059,Northern Metropolitan,4864,20.4,Hume City Council
34374,Greenvale,12 Lamark Ct,4,h,1502000.0,S,Nelson,17/09/2016,3059,Northern Metropolitan,4864,20.4,Hume City Council
34375,Hadfield,11 Dickinson St,2,h,542500.0,S,Ray,17/09/2016,3046,Northern Metropolitan,2606,11.2,Moreland City Council
34376,Hampton,12 Foam St,4,h,2400000.0,S,Marshall,17/09/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council
34377,Hampton,29 Thomas St,5,h,3075000.0,S,Marshall,17/09/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council
34380,Hawthorn,23 Edgerton St,4,h,1936000.0,S,Kay,17/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
34383,Hawthorn,7/3 Harrison Cr,2,u,560000.0,S,RT,17/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
34384,Hawthorn,7/12 Pine St,2,u,487500.0,S,Kay,17/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
34389,Hawthorn East,5a Garden St,3,t,1790000.0,S,Jellis,17/09/2016,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
34392,Hawthorn East,45 Roseberry St,2,h,1335000.0,S,Fletchers,17/09/2016,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
34393,Hawthorn East,66 Roseberry St,3,h,1825000.0,S,Jellis,17/09/2016,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
34399,Heidelberg West,29 Morotai Pde,4,h,758000.0,S,Miles,17/09/2016,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
34400,Heidelberg West,138 Outhwaite Rd,3,h,690500.0,S,Ray,17/09/2016,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
34401,Highett,27 Donald St,4,h,1502000.0,S,Jim,17/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
34402,Highett,1/24 Jackson Rd,3,u,765000.0,S,Chisholm,17/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
34403,Highett,1 James Av,3,h,1160000.0,S,Hodges,17/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
34404,Highett,2/24 Worthing Rd,2,t,775500.0,S,Hodges,17/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council
34405,Hillside,65 Landscape Dr,4,h,545000.0,S,Barry,17/09/2016,3037,Western Metropolitan,5556,18.0,Brimbank City Council
34407,Hoppers Crossing,91 Bethany Rd,3,h,391000.0,S,YPA,17/09/2016,3029,Western Metropolitan,13830,18.4,Wyndham City Council
34408,Hughesdale,1/8 Calembeena Av,3,u,905000.0,S,Woodards,17/09/2016,3166,Southern Metropolitan,3145,12.3,Monash City Council
34410,Ivanhoe,44 Beatty St,5,h,1730000.0,S,Nelson,17/09/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
34412,Ivanhoe,4/24 St Elmo Rd,2,t,779000.0,S,Miles,17/09/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
34413,Kensington,2 Peppercorn Wk,1,t,542000.0,S,Nelson,17/09/2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
34414,Kew,3/37 Atkins St,2,t,672000.0,S,Nelson,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
34415,Kew,4/13 Belmont Av,2,u,787000.0,S,Jellis,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
34418,Kew,4/34 Dean St,2,u,890000.0,S,Jellis,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
34420,Kew,23 Gellibrand St,4,h,2117000.0,S,Fletchers,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
34421,Kew,74 Gladstone St,2,h,1331000.0,S,Nelson,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
34423,Kew,83 Normanby Rd,4,h,2513000.0,S,Nelson,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
34429,Kew East,29a Irymple Av,2,h,900000.0,S,Karen,17/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
34430,Kew East,2 Violet Gr,3,h,1750000.0,S,Jellis,17/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
34434,Knoxfield,33 Belindavale Dr,4,h,915000.0,S,Harcourts,17/09/2016,3180,Eastern Metropolitan,2949,23.3,Knox City Council
34436,Lalor,219 Darebin Dr,3,h,455000.0,S,LJ,17/09/2016,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
34443,Maidstone,29 Marsh St,3,h,815000.0,S,hockingstuart,17/09/2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
34444,Maidstone,43 Omar St,3,h,915000.0,S,hockingstuart,17/09/2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
34445,Malvern,304/361 Glenferrie Rd,2,u,1155000.0,S,Marshall,17/09/2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
34449,Malvern East,2/25 Fisher St,3,t,1135000.0,S,Jellis,17/09/2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
34453,Maribyrnong,7/13 Navigator St,2,h,335000.0,S,hockingstuart,17/09/2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
34455,Melbourne,33/300 King St,1,u,680000.0,S,MICM,17/09/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council
34457,Melbourne,10/628 St Kilda Rd,2,u,796000.0,S,Buxton,17/09/2016,3000,Northern Metropolitan,17496,0.0,Melbourne City Council
34458,Mentone,2 Cochrane Av,2,h,1471000.0,S,Buxton,17/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
34459,Mentone,6/10 Commercial Rd,2,u,517500.0,S,O'Brien,17/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
34460,Mentone,8 Gainsborough Rd,4,h,1035000.0,S,hockingstuart,17/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
34461,Mentone,7 Houston St,2,h,672000.0,S,Hodges,17/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
34462,Mentone,36 Patty St,4,h,1650000.0,S,hockingstuart,17/09/2016,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
34464,Mernda,13 Siena Dr,3,h,600000.0,S,Harcourts,17/09/2016,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
34467,Mill Park,18 Christie Av,3,h,542500.0,S,Ray,17/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
34468,Mill Park,1/4 Hawthorn Ct,3,h,485000.0,S,Ray,17/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
34469,Mill Park,7 Laurina Trn,5,h,703500.0,S,Ray,17/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
34470,Mill Park,2/6 Windeatt Cl,2,h,400000.0,S,Ray,17/09/2016,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
34471,Mitcham,10 Cobham Rd,3,h,1050000.0,S,Ray,17/09/2016,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
34475,Mont Albert,10 Zetland Rd,3,h,1355000.0,S,Jellis,17/09/2016,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
34476,Moonee Ponds,38 Addison St,3,h,1480000.0,S,Alexkarbon,17/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
34477,Moonee Ponds,31 Bruce St,3,t,902000.0,S,Frank,17/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
34479,Moonee Ponds,6/9 St James St,2,u,410000.0,S,Brad,17/09/2016,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
34480,Moorabbin,2 Margaret St,4,h,1300000.0,S,Woodards,17/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
34481,Moorabbin,1 Otford Cl,3,h,975000.0,S,Woodards,17/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
34483,Mordialloc,12 James La,4,h,1650000.0,S,hockingstuart,17/09/2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
34484,Mordialloc,2/57 McDonald St,2,u,661000.0,S,O'Brien,17/09/2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
34485,Mount Waverley,3/1 Bowman St,3,u,721000.0,S,McGrath,17/09/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
34487,Mount Waverley,2/4 Maureen St,3,t,870000.0,S,Buxton,17/09/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
34489,Mount Waverley,11 Wilga St,4,h,1155000.0,S,Barry,17/09/2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
34490,Mulgrave,14 Stadium Cct,4,h,940000.0,S,Ray,17/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
34491,Mulgrave,18a Valewood Dr,3,u,656000.0,S,Ray,17/09/2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
34494,Newport,15 Jubilee St,4,h,1040000.0,S,Greg,17/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
34495,Newport,75 Oakbank St,2,h,922000.0,S,Williams,17/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
34496,Newport,4 Peel St,5,h,2415000.0,S,Williams,17/09/2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
34498,Niddrie,2 Kelvin Cl,4,h,1080000.0,S,Nelson,17/09/2016,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
34501,Noble Park,5 Gertrude Ct,3,h,615000.0,S,iSell,17/09/2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
34503,Noble Park,4 Rex Ct,3,h,525000.0,S,Ray,17/09/2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
34504,North Melbourne,3 Murphy St,3,h,1470000.0,S,Jellis,17/09/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
34505,North Melbourne,5/97 Oshanassy St,2,u,591500.0,S,Jellis,17/09/2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
34506,Northcote,83 Bastings St,3,h,1300000.0,S,Nelson,17/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
34510,Northcote,1/94 Union St,1,u,410000.0,S,Nelson,17/09/2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
34513,Nunawading,3/16 Oxford St,3,u,817000.0,S,Noel,17/09/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
34514,Nunawading,13 Ravenswood Ct,5,h,1535000.0,S,Jellis,17/09/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
34519,Nunawading,54 Worrell St,3,h,938000.0,S,Ray,17/09/2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
34520,Oak Park,1 Jacaranda St,3,h,770000.0,S,Stockdale,17/09/2016,3046,Northern Metropolitan,2651,11.2,Moreland City Council
34521,Oak Park,3/54 Watt Av,3,t,599900.0,S,YPA,17/09/2016,3046,Northern Metropolitan,2651,11.2,Moreland City Council
34523,Oakleigh,56 Burlington St,3,h,1045000.0,S,Ray,17/09/2016,3166,Southern Metropolitan,3224,12.3,Monash City Council
34525,Oakleigh East,70 Carmichael Rd,3,h,1135000.0,S,Woodards,17/09/2016,3166,Southern Metropolitan,2547,12.3,Monash City Council
34532,Pascoe Vale,3 Fawkner Rd,3,h,940000.0,S,Nelson,17/09/2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council
34533,Pascoe Vale,8 Karadoc Av,3,h,770000.0,S,hockingstuart,17/09/2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council
34534,Pascoe Vale,101 Northumberland Rd,3,t,600000.0,S,Eview,17/09/2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council
34535,Pascoe Vale,2/42 Railway Pde,2,t,510000.0,S,D'Aprano,17/09/2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council
34541,Port Melbourne,53/39 Esplanade Pl E,2,u,852000.0,S,Chisholm,17/09/2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
34543,Port Melbourne,9 The Cove,3,h,1570000.0,S,Biggin,17/09/2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
34545,Prahran,33 Irving Av,2,h,1880000.0,S,Jellis,17/09/2016,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
34550,Preston,3 Avondale Rd,3,h,980000.0,S,Harcourts,17/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
34551,Preston,70 Bruce St,3,h,800000.0,S,hockingstuart,17/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
34552,Preston,15 Donald St,2,t,557000.0,S,RW,17/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
34554,Preston,37 Kendall St,3,h,930000.0,S,Nelson,17/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
34555,Preston,3 Leopold St,2,h,886000.0,S,Nelson,17/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
34557,Preston,5 Ryde St,3,h,1040000.0,S,Nelson,17/09/2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
34558,Reservoir,51 Allenby Av,4,h,870000.0,S,Ray,17/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council
34561,Reservoir,79 Darebin Bvd,3,h,622500.0,S,Ray,17/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council
34562,Reservoir,89 Darebin Bvd,4,h,767500.0,S,Barry,17/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council
34564,Reservoir,18 Elizabeth Ct,3,h,668000.0,S,Barry,17/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council
34566,Reservoir,29 Lane Cr,3,h,705000.0,S,Love,17/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council
34567,Reservoir,129 McFadzean Av,3,h,730000.0,S,Ray,17/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council
34568,Reservoir,53 Northernhay St,4,h,1215000.0,S,Nelson,17/09/2016,3073,Northern Metropolitan,21650,12.0,Darebin City Council
34570,Richmond,18 Buckingham St,3,h,900000.0,S,Biggin,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34572,Richmond,36 Elm Gr,3,h,1695000.0,S,Marshall,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34574,Richmond,6 Kennedy St,3,h,1365000.0,S,Nelson,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34575,Richmond,117 Lord St,2,h,1088000.0,S,Biggin,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34576,Richmond,110 Mary St,3,h,1765000.0,S,hockingstuart,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34577,Richmond,14/2 New St,2,t,750000.0,S,Morleys,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34578,Richmond,435 Punt Rd,3,h,961000.0,S,Biggin,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34579,Richmond,58 Rooney St,2,h,1045000.0,S,Biggin,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34580,Richmond,8 Survey St,4,h,1591000.0,S,Collins,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34581,Richmond,305/45 York St,1,u,402000.0,S,hockingstuart,17/09/2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
34583,Ringwood,60 Ford St,3,h,901000.0,S,Ray,17/09/2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
34586,Ringwood East,2/28 Mt Dandenong Rd,2,u,470000.0,S,Fletchers,17/09/2016,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
34587,Rosanna,51 Davies St,3,h,1012000.0,S,Fletchers,17/09/2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
34591,Sandringham,90a Beach Rd,3,t,1575000.0,S,Buxton,17/09/2016,3191,Southern Metropolitan,4497,15.2,Bayside City Council
34592,Sandringham,73 Fernhill Rd,5,h,2315000.0,S,Nick,17/09/2016,3191,Southern Metropolitan,4497,15.2,Bayside City Council
34594,Seaford,29 Austin Rd,3,h,786000.0,S,Harcourts,17/09/2016,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
34596,Seaholme,13 Sussex St,5,h,1415000.0,S,Greg,17/09/2016,3018,Western Metropolitan,852,11.0,Hobsons Bay City Council
34604,South Yarra,2/100 Commercial Rd,3,u,805000.0,S,Kay,17/09/2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
34605,South Yarra,7/44 Darling St,2,u,630000.0,S,Thomson,17/09/2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
34606,South Yarra,15/2 Gordon Gr,2,u,600000.0,S,Jellis,17/09/2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
34608,South Yarra,76 Osborne St,1,h,2115000.0,S,Marshall,17/09/2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
34610,South Yarra,5/205 Williams Rd,1,u,523000.0,S,hockingstuart,17/09/2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
34611,Spotswood,13 Abbott St,3,h,835000.0,S,Williams,17/09/2016,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council
34612,Spotswood,118 The Avenue,4,t,840000.0,S,Jas,17/09/2016,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council
34619,Sunshine,29 Benjamin St,2,h,611000.0,S,Bells,17/09/2016,3020,Western Metropolitan,3755,10.5,Brimbank City Council
34620,Sunshine,127 Duke St,3,h,655000.0,S,Bells,17/09/2016,3020,Western Metropolitan,3755,10.5,Brimbank City Council
34622,Sunshine North,46 Ferndale Rd,3,h,621000.0,S,Douglas,17/09/2016,3020,Western Metropolitan,4217,10.5,Brimbank City Council
34623,Sunshine West,1 Joan St,3,h,575000.0,S,Douglas,17/09/2016,3020,Western Metropolitan,6763,10.5,Brimbank City Council
34624,Surrey Hills,6 Alandale St,3,h,1150000.0,S,Marshall,17/09/2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
34625,Surrey Hills,2/11 Blackburn St,2,u,823000.0,S,Fletchers,17/09/2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
34627,Surrey Hills,2/215 Mont Albert Rd,2,t,770500.0,S,Jellis,17/09/2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
34631,Sydenham,12 Pastoral Pl,4,h,627000.0,S,Prof.,17/09/2016,3037,Western Metropolitan,3640,18.0,Brimbank City Council
34632,Taylors Hill,21 Cardinia Cr,3,h,432000.0,S,Barry,17/09/2016,3037,Western Metropolitan,4242,18.0,Melton City Council
34633,Taylors Hill,4 Dorcas La,3,h,600000.0,S,hockingstuart,17/09/2016,3037,Western Metropolitan,4242,18.0,Melton City Council
34634,Taylors Hill,4 Sydney Gr,4,h,851000.0,S,Barry,17/09/2016,3037,Western Metropolitan,4242,18.0,Melton City Council
34635,Taylors Lakes,14 Cassowary Cl,3,h,600000.0,S,Barry,17/09/2016,3038,Western Metropolitan,5336,15.5,Brimbank City Council
